1;arms_factory;2565.00;9.98;1285.00;6.02;0
1;arms_factory;2550.00;9.90;1279.00;6.12;0
1;arms_factory;2568.00;9.90;1272.00;5.30;0
1;arms_factory;2568.00;9.90;1272.00;5.30;0
1;arms_factory;2568.00;9.90;1272.00;5.30;0
1;arms_factory;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;industrial_complex;2568.00;9.90;1272.00;5.30;0
1;air_base;2568.00;9.90;1272.00;5.30;0
1;supply_node;2566.00;9.90;1272.00;1.15;0
1;supply_node;2565.00;10.00;1287.00;5.37;0
1;supply_node;2557.00;9.90;1292.00;3.71;0
1;supply_node;2549.00;9.85;1287.00;4.78;0
1;supply_node;2556.00;9.90;1283.00;0.67;0
1;supply_node;2572.00;9.90;1280.00;0.53;0
1;supply_node;2546.00;9.88;1278.00;4.68;0
1;supply_node;2553.00;9.90;1273.00;4.17;0
1;supply_node;2558.00;9.90;1266.00;0.79;0
1;bunker;2567.00;9.90;1280.00;5.42;0
1;bunker;2561.00;9.90;1267.00;1.80;0
1;bunker;2566.00;9.88;1277.00;2.23;0
1;bunker;2553.00;9.90;1277.00;0.23;0
1;bunker;2557.00;9.85;1286.00;4.44;0
1;bunker;2573.00;9.90;1281.00;1.11;0
1;bunker;2555.00;9.90;1290.00;2.97;0
1;bunker;2552.00;9.88;1289.00;0.54;0
1;bunker;2545.00;9.82;1278.00;4.40;0
1;coastal_bunker;2575.00;9.57;1276.00;-4.25;0
1;coastal_bunker;2567.00;9.80;1293.00;-3.31;0
1;coastal_bunker;2553.00;9.60;1266.00;0.00;0
1;coastal_bunker;2549.00;9.80;1290.00;-2.36;0
1;coastal_bunker;2573.00;9.80;1272.00;-4.59;0
1;coastal_bunker;2544.00;9.50;1277.00;-0.24;0
1;coastal_bunker;2551.00;9.57;1267.00;-0.67;0
1;coastal_bunker;2558.00;9.80;1295.00;-3.14;0
1;stronghold_network;2568.00;9.88;1274.00;4.72;0
1;dockyard;2544.00;9.50;1277.00;-0.24;0
1;anti_air_building;2568.00;9.80;1268.00;3.24;0
1;anti_air_building;2558.00;9.88;1285.00;5.91;0
1;anti_air_building;2549.00;9.90;1281.00;2.26;0
1;synthetic_refinery;2569.00;9.82;1276.00;6.14;0
1;fuel_silo;2566.00;9.85;1292.00;3.05;0
1;radar_station;2560.00;9.90;1280.00;0.53;0
1;nuclear_reactor_spawn;2565.00;9.93;1283.00;1.43;0
1;special_project_facility_spawn;2560.00;9.90;1283.00;2.56;0
1;special_project_facility_spawn;2561.00;9.90;1287.00;3.36;0
1;special_project_facility_spawn;2559.00;9.90;1292.00;3.00;0
1;special_project_facility_spawn;2568.00;9.90;1273.00;5.73;0
1;special_project_facility_spawn;2555.00;9.90;1268.00;5.17;0
1;special_project_facility_spawn;2550.00;9.90;1273.00;3.96;0
1;special_project_facility_spawn;2551.00;9.90;1280.00;4.25;0
